key,offset,partition,timestamp,topic,value
VUEwMDAwMDAxMDczOTA2MjE=,219428877,1,1593880179557,clickstream,eyJkZXZpY2UiOiJBbmRyb2lkIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6Im9yaWdpbmFsIiwiZXZlbnRfcHJldmlvdXNfdGltZXN0YW1wIjoxNTkzODgwMTAzMTg4NTMyLCJldmVudF90aW1lc3RhbXAiOjE1OTM4ODAxNzk1MjE5MzIsImdlbyI6eyJjaXR5IjoiRGVsdG9uYSIsInN0YXRlIjoiRkwifSwiaXRlbXMiOltdLCJ0cmFmZmljX3NvdXJjZSI6Imdvb2dsZSIsInVzZXJfZmlyc3RfdG91Y2hfdGltZXN0YW1wIjoxNTkzODgwMTAzMTg4NTMyLCJ1c2VyX2lkIjoiVUEwMDAwMDAxMDczOTA2MjEifQ==
VUEwMDAwMDAxMDczODgyMTg=,219242399,0,1593879871901,clickstream,eyJkZXZpY2UiOiJXaW5kb3dzIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6Im1hdHRyZXNzZXMiLCJldmVudF9wcmV2aW91c190aW1lc3RhbXAiOjE1OTM4Nzk4NDc0OTkxOTEsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg3OTg3MTg2Mzg1MCwiZ2VvIjp7ImNpdHkiOiJTYW50YSBBbmEiLCJzdGF0ZSI6IkNBIn0sIml0ZW1zIjpbXSwidHJhZmZpY19zb3VyY2UiOiJnb29nbGUiLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg3OTg0NzQ5OTE5MSwidXNlcl9pZCI6IlVBMDAwMDAwMTA3Mzg4MjE4In0=
VUEwMDAwMDAxMDczODg0NTQ=,219242408,0,1593879872284,clickstream,eyJkZXZpY2UiOiJtYWNPUyIsImVjb21tZXJjZSI6e30sImV2ZW50X25hbWUiOiJtYWluIiwiZXZlbnRfdGltZXN0YW1wIjoxNTkzODc5ODcyMjc4Nzg1LCJnZW8iOnsiY2l0eSI6IlN0LiBMb3VpcyIsInN0YXRlIjoiTU8ifSwiaXRlbXMiOltdLCJ0cmFmZmljX3NvdXJjZSI6ImRpcmVjdCIsInVzZXJfZmlyc3RfdG91Y2hfdGltZXN0YW1wIjoxNTkzODc5ODcyMjc4Nzg1LCJ1c2VyX2lkIjoiVUEwMDAwMDAxMDczODg0NTQifQ==
VUEwMDAwMDAxMDczMzU2MDU=,219424934,1,1593879868091,clickstream,eyJkZXZpY2UiOiJtYWNPUyIsImVjb21tZXJjZSI6e30sImV2ZW50X25hbWUiOiJjaGVja291dCIsImV2ZW50X3ByZXZpb3VzX3RpbWVzdGFtcCI6MTU5Mzg3ODQ3MDIxOTIwOSwiZXZlbnRfdGltZXN0YW1wIjoxNTkzODc5ODY4MDY5MzE2LCJnZW8iOnsiY2l0eSI6IkZyZWRlcmljayIsInN0YXRlIjoiTUQifSwiaXRlbXMiOlt7Iml0ZW1faWQiOiJNX1BSRU1fRiIsIml0ZW1fbmFtZSI6IlByZW1pdW0gRnVsbCBNYXR0cmVzcyIsIml0ZW1fcmV2ZW51ZV9pbl91c2QiOjE2OTUuMCwicHJpY2VfaW5fdXNkIjoxNjk1LjAsInF1YW50aXR5IjoxfV0sInRyYWZmaWNfc291cmNlIjoiZ29vZ2xlIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4NzM4NTE5NTA1OTIsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzMzNTYwNSJ9
VUEwMDAwMDAxMDczODU1NDM=,219424956,1,1593879869176,clickstream,eyJkZXZpY2UiOiJMaW51eCIsImVjb21tZXJjZSI6e30sImV2ZW50X25hbWUiOiJlbWFpbF9jb3Vwb24iLCJldmVudF9wcmV2aW91c190aW1lc3RhbXAiOjE1OTM4Nzk1NTQ1MTAxMjcsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg3OTg2OTE0MTg0OSwiZ2VvIjp7ImNpdHkiOiJIZXJyaW4iLCJzdGF0ZSI6IklMIn0sIml0ZW1zIjpbXSwidHJhZmZpY19zb3VyY2UiOiJnb29nbGUiLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg3OTU1NDUxMDEyNywidXNlcl9pZCI6IlVBMDAwMDAwMTA3Mzg1NTQzIn0=
VUEwMDAwMDAxMDczODgzOTQ=,219242395,0,1593879865534,clickstream,eyJkZXZpY2UiOiJXaW5kb3dzIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6Im1haW4iLCJldmVudF90aW1lc3RhbXAiOjE1OTM4Nzk4NjU0ODIyNTEsImdlbyI6eyJjaXR5IjoiQXVidXJuIiwic3RhdGUiOiJDQSJ9LCJpdGVtcyI6W10sInRyYWZmaWNfc291cmNlIjoiaW5zdGFncmFtIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4Nzk4NjU0ODIyNTEsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM4ODM5NCJ9
VUEwMDAwMDAxMDczNzIyNTI=,219242429,0,1593879866996,clickstream,eyJkZXZpY2UiOiJBbmRyb2lkIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6Imd1ZXN0IiwiZXZlbnRfcHJldmlvdXNfdGltZXN0YW1wIjoxNTkzODc5ODU1NjU3Nzc0LCJldmVudF90aW1lc3RhbXAiOjE1OTM4Nzk4NjY5Njg1MTUsImdlbyI6eyJjaXR5IjoiSW5kaWFuYXBvbGlzIiwic3RhdGUiOiJJTiJ9LCJpdGVtcyI6W3siaXRlbV9pZCI6Ik1fU1RBTl9GIiwiaXRlbV9uYW1lIjoiU3RhbmRhcmQgRnVsbCBNYXR0cmVzcyIsIml0ZW1fcmV2ZW51ZV9pbl91c2QiOjk0NS4wLCJwcmljZV9pbl91c2QiOjk0NS4wLCJxdWFudGl0eSI6MX1dLCJ0cmFmZmljX3NvdXJjZSI6Imluc3RhZ3JhbSIsInVzZXJfZmlyc3RfdG91Y2hfdGltZXN0YW1wIjoxNTkzODc4MDkxNTAwMzA2LCJ1c2VyX2lkIjoiVUEwMDAwMDAxMDczNzIyNTIifQ==
VUEwMDAwMDAxMDczOTIzODI=,219247537,0,1593880291159,clickstream,eyJkZXZpY2UiOiJBbmRyb2lkIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6Im1haW4iLCJldmVudF90aW1lc3RhbXAiOjE1OTM4ODAyOTExMjYwMDUsImdlbyI6eyJjaXR5IjoiQ2hhcmxlc3RvbiIsInN0YXRlIjoiU0MifSwiaXRlbXMiOltdLCJ0cmFmZmljX3NvdXJjZSI6Imdvb2dsZSIsInVzZXJfZmlyc3RfdG91Y2hfdGltZXN0YW1wIjoxNTkzODgwMjkxMTI2MDA1LCJ1c2VyX2lkIjoiVUEwMDAwMDAxMDczOTIzODIifQ==
VUEwMDAwMDAxMDczOTIzOTM=,219430363,1,1593880292484,clickstream,eyJkZXZpY2UiOiJDaHJvbWUgT1MiLCJlY29tbWVyY2UiOnt9LCJldmVudF9uYW1lIjoibWF0dHJlc3NlcyIsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg4MDI5MjQzMjU4OSwiZ2VvIjp7ImNpdHkiOiJQb3J0IEh1cm9uIiwic3RhdGUiOiJNSSJ9LCJpdGVtcyI6W10sInRyYWZmaWNfc291cmNlIjoiZ29vZ2xlIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4ODAyOTI0MzI1ODksInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM5MjM5MyJ9
VUEwMDAwMDAxMDczODU1NTI=,219247504,0,1593880296248,clickstream,eyJkZXZpY2UiOiJXaW5kb3dzIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6InByZXNzIiwiZXZlbnRfcHJldmlvdXNfdGltZXN0YW1wIjoxNTkzODc5NTYwNzQxOTk5LCJldmVudF90aW1lc3RhbXAiOjE1OTM4ODAyOTYyMDI2NzQsImdlbyI6eyJjaXR5IjoiUmlvIFJhbmNobyIsInN0YXRlIjoiTk0ifSwiaXRlbXMiOltdLCJ0cmFmZmljX3NvdXJjZSI6ImZhY2Vib29rIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4Nzk1NTUxMjAwMzcsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM4NTU1MiJ9
VUEwMDAwMDAxMDczNzc1NDI=,219247517,0,1593880297305,clickstream,eyJkZXZpY2UiOiJDaHJvbWUgT1MiLCJlY29tbWVyY2UiOnt9LCJldmVudF9uYW1lIjoic2hpcHBpbmdfaW5mbyIsImV2ZW50X3ByZXZpb3VzX3RpbWVzdGFtcCI6MTU5Mzg4MDI4OTg1Mjc1OSwiZXZlbnRfdGltZXN0YW1wIjoxNTkzODgwMjk3Mjg0NzI3LCJnZW8iOnsiY2l0eSI6IkV2YW5zdmlsbGUiLCJzdGF0ZSI6IklOIn0sIml0ZW1zIjpbeyJpdGVtX2lkIjoiTV9TVEFOX0siLCJpdGVtX25hbWUiOiJTdGFuZGFyZCBLaW5nIE1hdHRyZXNzIiwiaXRlbV9yZXZlbnVlX2luX3VzZCI6MTE5NS4wLCJwcmljZV9pbl91c2QiOjExOTUuMCwicXVhbnRpdHkiOjF9LHsiaXRlbV9pZCI6IlBfRk9BTV9LIiwiaXRlbV9uYW1lIjoiS2luZyBGb2FtIFBpbGxvdyIsIml0ZW1fcmV2ZW51ZV9pbl91c2QiOjc5LjAsInByaWNlX2luX3VzZCI6NzkuMCwicXVhbnRpdHkiOjF9XSwidHJhZmZpY19zb3VyY2UiOiJnb29nbGUiLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg3ODY3OTA4Njg3MCwidXNlcl9pZCI6IlVBMDAwMDAwMTA3Mzc3NTQyIn0=
VUEwMDAwMDAxMDczOTIzOTM=,219430369,1,1593880292484,clickstream,eyJkZXZpY2UiOiJDaHJvbWUgT1MiLCJlY29tbWVyY2UiOnt9LCJldmVudF9uYW1lIjoibWF0dHJlc3NlcyIsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg4MDI5MjQzMjU4OSwiZ2VvIjp7ImNpdHkiOiJQb3J0IEh1cm9uIiwic3RhdGUiOiJNSSJ9LCJpdGVtcyI6W10sInRyYWZmaWNfc291cmNlIjoiZ29vZ2xlIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4ODAyOTI0MzI1ODksInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM5MjM5MyJ9
VUEwMDAwMDAxMDczOTI0MDk=,219430405,1,1593880294237,clickstream,eyJkZXZpY2UiOiJpT1MiLCJlY29tbWVyY2UiOnt9LCJldmVudF9uYW1lIjoibWFpbiIsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg4MDI5NDIyNzIzMSwiZ2VvIjp7ImNpdHkiOiJTZWF0dGxlIiwic3RhdGUiOiJXQSJ9LCJpdGVtcyI6W10sInRyYWZmaWNfc291cmNlIjoiZ29vZ2xlIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4ODAyOTQyMjcyMzEsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM5MjQwOSJ9
VUEwMDAwMDAxMDczOTI0MDk=,219430418,1,1593880294237,clickstream,eyJkZXZpY2UiOiJpT1MiLCJlY29tbWVyY2UiOnt9LCJldmVudF9uYW1lIjoibWFpbiIsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg4MDI5NDIyNzIzMSwiZ2VvIjp7ImNpdHkiOiJTZWF0dGxlIiwic3RhdGUiOiJXQSJ9LCJpdGVtcyI6W10sInRyYWZmaWNfc291cmNlIjoiZ29vZ2xlIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4ODAyOTQyMjcyMzEsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM5MjQwOSJ9
VUEwMDAwMDAxMDczODAyOTY=,219255337,0,1593880911503,clickstream,eyJkZXZpY2UiOiJBbmRyb2lkIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6Im1hdHRyZXNzZXMiLCJldmVudF9wcmV2aW91c190aW1lc3RhbXAiOjE1OTM4ODA2NjUzMTcwNTQsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg4MDkxMTQ4NjU5MCwiZ2VvIjp7ImNpdHkiOiJZdW1hIiwic3RhdGUiOiJDTyJ9LCJpdGVtcyI6W10sInRyYWZmaWNfc291cmNlIjoiZ29vZ2xlIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4Nzg5ODg2MjU5NTEsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM4MDI5NiJ9
VUEwMDAwMDAxMDczOTU1MzI=,219255359,0,1593880915805,clickstream,eyJkZXZpY2UiOiJDaHJvbWUgT1MiLCJlY29tbWVyY2UiOnt9LCJldmVudF9uYW1lIjoid2FycmFudHkiLCJldmVudF9wcmV2aW91c190aW1lc3RhbXAiOjE1OTM4ODA2MjI4Mzk1NzksImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg4MDkxNTc5ODIyNywiZ2VvIjp7ImNpdHkiOiJTYW4gQmVybmFyZGlubyIsInN0YXRlIjoiQ0EifSwiaXRlbXMiOltdLCJ0cmFmZmljX3NvdXJjZSI6ImZhY2Vib29rIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4ODA2MjI4Mzk1NzksInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM5NTUzMiJ9
VUEwMDAwMDAxMDczOTgzNTI=,219255373,0,1593880916095,clickstream,eyJkZXZpY2UiOiJBbmRyb2lkIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6Im1haW4iLCJldmVudF90aW1lc3RhbXAiOjE1OTM4ODA5MTYwNTIzODgsImdlbyI6eyJjaXR5IjoiTmV3IFlvcmsiLCJzdGF0ZSI6Ik5ZIn0sIml0ZW1zIjpbXSwidHJhZmZpY19zb3VyY2UiOiJmYWNlYm9vayIsInVzZXJfZmlyc3RfdG91Y2hfdGltZXN0YW1wIjoxNTkzODgwOTE2MDUyMzg4LCJ1c2VyX2lkIjoiVUEwMDAwMDAxMDczOTgzNTIifQ==
VUEwMDAwMDAxMDczOTgzMjY=,219255392,0,1593880913011,clickstream,eyJkZXZpY2UiOiJXaW5kb3dzIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6Im1haW4iLCJldmVudF90aW1lc3RhbXAiOjE1OTM4ODA5MTI5OTQyMTEsImdlbyI6eyJjaXR5IjoiS2Fuc2FzIENpdHkiLCJzdGF0ZSI6Ik1PIn0sIml0ZW1zIjpbXSwidHJhZmZpY19zb3VyY2UiOiJmYWNlYm9vayIsInVzZXJfZmlyc3RfdG91Y2hfdGltZXN0YW1wIjoxNTkzODgwOTEyOTk0MjExLCJ1c2VyX2lkIjoiVUEwMDAwMDAxMDczOTgzMjYifQ==
VUEwMDAwMDAxMDczNzgzMDI=,219255402,0,1593880916830,clickstream,eyJkZXZpY2UiOiJMaW51eCIsImVjb21tZXJjZSI6e30sImV2ZW50X25hbWUiOiJkZWxpdmVyeSIsImV2ZW50X3ByZXZpb3VzX3RpbWVzdGFtcCI6MTU5Mzg4MDgyNjA2MjYxOSwiZXZlbnRfdGltZXN0YW1wIjoxNTkzODgwOTE2Nzk3MTc1LCJnZW8iOnsiY2l0eSI6IkdhcmRuZXIiLCJzdGF0ZSI6Ik1BIn0sIml0ZW1zIjpbXSwidHJhZmZpY19zb3VyY2UiOiJnb29nbGUiLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg3ODc2NTg2MDIxOSwidXNlcl9pZCI6IlVBMDAwMDAwMTA3Mzc4MzAyIn0=
VUEwMDAwMDAxMDczOTgzODI=,219255475,0,1593880918736,clickstream,eyJkZXZpY2UiOiJXaW5kb3dzIiwiZWNvbW1lcmNlIjp7fSwiZXZlbnRfbmFtZSI6Im1haW4iLCJldmVudF90aW1lc3RhbXAiOjE1OTM4ODA5MTg2OTk2NzcsImdlbyI6eyJjaXR5IjoiU291dGggU2FuIEZyYW5jaXNjbyIsInN0YXRlIjoiQ0EifSwiaXRlbXMiOltdLCJ0cmFmZmljX3NvdXJjZSI6Imdvb2dsZSIsInVzZXJfZmlyc3RfdG91Y2hfdGltZXN0YW1wIjoxNTkzODgwOTE4Njk5Njc3LCJ1c2VyX2lkIjoiVUEwMDAwMDAxMDczOTgzODIifQ==
VUEwMDAwMDAxMDczOTgzODY=,219255485,0,1593880919089,clickstream,eyJkZXZpY2UiOiJDaHJvbWUgT1MiLCJlY29tbWVyY2UiOnt9LCJldmVudF9uYW1lIjoibWF0dHJlc3NlcyIsImV2ZW50X3RpbWVzdGFtcCI6MTU5Mzg4MDkxOTA1MjI4NiwiZ2VvIjp7ImNpdHkiOiJGYWxscyBDaHVyY2giLCJzdGF0ZSI6IlZBIn0sIml0ZW1zIjpbXSwidHJhZmZpY19zb3VyY2UiOiJnb29nbGUiLCJ1c2VyX2ZpcnN0X3RvdWNoX3RpbWVzdGFtcCI6MTU5Mzg4MDkxOTA1MjI4NiwidXNlcl9pZCI6IlVBMDAwMDAwMTA3Mzk4Mzg2In0=
VUEwMDAwMDAxMDczOTczODg=,219255405,0,1593880916856,clickstream,eyJkZXZpY2UiOiJtYWNPUyIsImVjb21tZXJjZSI6e30sImV2ZW50X25hbWUiOiJvcmlnaW5hbCIsImV2ZW50X3ByZXZpb3VzX3RpbWVzdGFtcCI6MTU5Mzg4MDgxMTEyMzIzNCwiZXZlbnRfdGltZXN0YW1wIjoxNTkzODgwOTE2ODI5MzE0LCJnZW8iOnsiY2l0eSI6IlNhbnRhIFJvc2EiLCJzdGF0ZSI6IkNBIn0sIml0ZW1zIjpbXSwidHJhZmZpY19zb3VyY2UiOiJmYWNlYm9vayIsInVzZXJfZmlyc3RfdG91Y2hfdGltZXN0YW1wIjoxNTkzODgwODExMTIzMjM0LCJ1c2VyX2lkIjoiVUEwMDAwMDAxMDczOTczODgifQ==
VUEwMDAwMDAxMDczNzgzNTY=,219255427,0,1593880913804,clickstream,eyJkZXZpY2UiOiJDaHJvbWUgT1MiLCJlY29tbWVyY2UiOnt9LCJldmVudF9uYW1lIjoiY2FydCIsImV2ZW50X3ByZXZpb3VzX3RpbWVzdGFtcCI6MTU5Mzg4MDc4OTM3ODMyMywiZXZlbnRfdGltZXN0YW1wIjoxNTkzODgwOTEzNzYyMTEwLCJnZW8iOnsiY2l0eSI6IlRleGFzIENpdHkiLCJzdGF0ZSI6IlRYIn0sIml0ZW1zIjpbeyJpdGVtX2lkIjoiUF9ET1dOX0siLCJpdGVtX25hbWUiOiJLaW5nIERvd24gUGlsbG93IiwiaXRlbV9yZXZlbnVlX2luX3VzZCI6MTU5LjAsInByaWNlX2luX3VzZCI6MTU5LjAsInF1YW50aXR5IjoxfV0sInRyYWZmaWNfc291cmNlIjoiZ29vZ2xlIiwidXNlcl9maXJzdF90b3VjaF90aW1lc3RhbXAiOjE1OTM4Nzg3NzI1MTY1MDcsInVzZXJfaWQiOiJVQTAwMDAwMDEwNzM3ODM1NiJ9
